longitude,latitude,timestamp
103.893701666667,1.3540315,2019-08-30 08:29:57.000
103.894072166667,1.32499583333333,2019-08-30 08:29:57.000
103.89414,1.33158,2019-08-30 08:29:57.000
103.89509,1.32255,2019-08-30 08:29:57.000
103.89545,1.36197,2019-08-30 08:29:57.000
103.895835666667,1.36175766666667,2019-08-30 08:29:57.000
103.89671,1.33826,2019-08-30 08:29:57.000
103.89824,1.3298,2019-08-30 08:29:57.000
103.89856,1.33226,2019-08-30 08:29:57.000
103.89916,1.34454,2019-08-30 08:29:57.000
103.9000465,1.33543216666667,2019-08-30 08:29:57.000
103.9003,1.32984,2019-08-30 08:29:57.000
103.901918166667,1.32602416666667,2019-08-30 08:29:57.000
103.90205,1.33104,2019-08-30 08:29:57.000
103.90227,1.32655,2019-08-30 08:29:57.000
103.902943166667,1.32915933333333,2019-08-30 08:29:57.000
103.904898,1.327972,2019-08-30 08:29:57.000
103.9053135,1.3353,2019-08-30 08:29:57.000
103.90623,1.33725,2019-08-30 08:29:57.000
103.90637,1.32627,2019-08-30 08:29:57.000
103.9070175,1.33163333333333,2019-08-30 08:29:57.000
103.909018833333,1.33027133333333,2019-08-30 08:29:57.000
103.90995,1.33168,2019-08-30 08:29:57.000
103.910166333333,1.33311466666667,2019-08-30 08:29:57.000
103.910181166667,1.33248866666667,2019-08-30 08:29:57.000
103.9116715,1.33314783333333,2019-08-30 08:29:57.000
103.912299166667,1.33107883333333,2019-08-30 08:29:57.000
103.912391166667,1.33120566666667,2019-08-30 08:29:57.000
103.912741833333,1.3313225,2019-08-30 08:29:57.000
103.92184,1.33341,2019-08-30 08:29:57.000
103.92219,1.3249985,2019-08-30 08:29:57.000
103.923661833333,1.32274083333333,2019-08-30 08:29:57.000
103.925592833333,1.32676333333333,2019-08-30 08:29:57.000
103.926302,1.34991716666667,2019-08-30 08:29:57.000
103.927248716667,1.32623263333333,2019-08-30 08:29:57.000
103.9273,1.33525,2019-08-30 08:29:57.000
103.927499166667,1.32869266666667,2019-08-30 08:29:57.000
103.928475833333,1.35017966666667,2019-08-30 08:29:57.000
103.929206333333,1.35846916666667,2019-08-30 08:29:57.000
103.92998,1.33319,2019-08-30 08:29:57.000
103.93092,1.36775,2019-08-30 08:29:57.000
103.93142,1.37496,2019-08-30 08:29:57.000
103.931554833333,1.37500416666667,2019-08-30 08:29:57.000
103.931904166667,1.372771,2019-08-30 08:29:57.000
103.932857233333,1.37572068333333,2019-08-30 08:29:57.000
103.93315,1.37305,2019-08-30 08:29:57.000
103.93608,1.3712,2019-08-30 08:29:57.000
103.938091,1.38242316666667,2019-08-30 08:29:57.000
103.940709,1.37772433333333,2019-08-30 08:29:57.000
103.94073,1.38275,2019-08-30 08:29:57.000
103.94199,1.37974,2019-08-30 08:29:57.000
103.94245,1.36965,2019-08-30 08:29:57.000
103.9438235,1.37418933333333,2019-08-30 08:29:57.000
103.94537,1.37055,2019-08-30 08:29:57.000
103.946500316667,1.3725016,2019-08-30 08:29:57.000
103.946612666667,1.37401816666667,2019-08-30 08:29:57.000
103.946773166667,1.37403333333333,2019-08-30 08:29:57.000
103.94711,1.37165,2019-08-30 08:29:57.000
103.947506166667,1.36984316666667,2019-08-30 08:29:57.000
103.952940333333,1.36709366666667,2019-08-30 08:29:57.000
103.954091166667,1.36290583333333,2019-08-30 08:29:57.000
103.9554085,1.36577366666667,2019-08-30 08:29:57.000
103.956252933333,1.37403431666667,2019-08-30 08:29:57.000
103.956977833333,1.36887516666667,2019-08-30 08:29:57.000
103.95721,1.36883,2019-08-30 08:29:57.000
103.958091,1.36616966666667,2019-08-30 08:29:57.000
103.958213816667,1.37755603333333,2019-08-30 08:29:57.000
103.95841,1.36731,2019-08-30 08:29:57.000
103.959017833333,1.37162633333333,2019-08-30 08:29:57.000
103.95918,1.37795,2019-08-30 08:29:57.000
103.9603305,1.37410783333333,2019-08-30 08:29:57.000
103.96079,1.37275,2019-08-30 08:29:57.000
103.961198833333,1.37213383333333,2019-08-30 08:29:57.000
103.96168,1.37501,2019-08-30 08:29:57.000
103.96207,1.37778,2019-08-30 08:29:57.000
103.962721166667,1.36229083333333,2019-08-30 08:29:57.000
103.964945333333,1.36474266666667,2019-08-30 08:29:57.000
103.967092166667,1.37078483333333,2019-08-30 08:29:57.000
103.96749,1.37119,2019-08-30 08:29:57.000
103.96752,1.37167,2019-08-30 08:29:57.000
103.96826,1.36994,2019-08-30 08:29:57.000
103.970605,1.37141033333333,2019-08-30 08:29:57.000
103.97073,1.37238,2019-08-30 08:29:57.000
103.97357,1.37985,2019-08-30 08:29:57.000
103.97395,1.37489,2019-08-30 08:29:57.000
103.888687666667,1.36123316666667,2019-08-30 08:39:58.000
103.889282833333,1.3497055,2019-08-30 08:39:58.000
103.8907265,1.326512,2019-08-30 08:39:58.000
103.891236,1.35073466666667,2019-08-30 08:39:58.000
103.891356333333,1.34281,2019-08-30 08:39:58.000
103.8936525,1.362082,2019-08-30 08:39:58.000
103.8940025,1.36211333333333,2019-08-30 08:39:58.000
103.894951666667,1.35981391666667,2019-08-30 08:39:58.000
103.8959855,1.337773,2019-08-30 08:39:58.000
103.8968035,1.35878383333333,2019-08-30 08:39:58.000
103.898063333333,1.34059433333333,2019-08-30 08:39:58.000
103.902899166667,1.32923516666667,2019-08-30 08:39:58.000
103.904448,1.327927,2019-08-30 08:39:58.000
103.905289833333,1.330915,2019-08-30 08:39:58.000
103.908893,1.328439,2019-08-30 08:39:58.000
103.908957833333,1.330504,2019-08-30 08:39:58.000
103.909662166667,1.3358755,2019-08-30 08:39:58.000
103.910127833333,1.33079683333333,2019-08-30 08:39:58.000
103.911578333333,1.33308366666667,2019-08-30 08:39:58.000
103.9116845,1.33311716666667,2019-08-30 08:39:58.000
103.911957833333,1.33537083333333,2019-08-30 08:39:58.000
103.911962166667,1.33558666666667,2019-08-30 08:39:58.000
103.912325333333,1.33110616666667,2019-08-30 08:39:58.000
103.912512333333,1.33106833333333,2019-08-30 08:39:58.000
103.912664666667,1.3317345,2019-08-30 08:39:58.000
103.912679166667,1.33139983333333,2019-08-30 08:39:58.000
103.916141666667,1.3318875,2019-08-30 08:39:58.000
103.918456616667,1.33877061666667,2019-08-30 08:39:58.000
103.919898666667,1.33681116666667,2019-08-30 08:39:58.000
103.922181333333,1.3250135,2019-08-30 08:39:58.000
103.923691833333,1.32274383333333,2019-08-30 08:39:58.000
